所属区,市区,小区,户型,朝向,楼层,装修情况,面积,价格(万元),单价,年份,房型
温江,珠江新城,佳兆业丽晶港 ,2室2厅,西,高楼层(共40层),简装,71.51平米,91,"12,726元/平",2012年建,板塔结合
高新,中和,新港国际花园 ,3室2厅,东,高楼层(共32层),简装,91.96平米,155,"16,856元/平",2011年建,塔楼
温江,光华大道沿线,春天大道 ,3室2厅,南,中楼层(共24层),毛坯,136.21平米,169,"12,408元/平",2009年建,板塔结合
高新,华府,融创南湖逸家 ,3室2厅,西,低楼层(共33层),毛坯,66.09平米,142,"21,486元/平",2017年建,板塔结合
青羊,外金沙,海亮爱金沙 ,3室2厅,东南,22层,简装,68.81平米,153,"22,236元/平",2012年建,板塔结合
西南交大,西南交大,天地芳苑 ,3室2厅,南,高楼层(共6层),简装,124.28平米,138,"11,104元/平",2001年建,板楼
武侯,簇桥,绿地圣路易名邸二期 ,3室2厅,南,高楼层(共12层),精装,94.47平米,203.8,"21,573元/平",2013年建,板塔结合
郫都,郫县城区,中铁奥维尔二期 ,3室1厅,东南 南,31层,精装,88.68平米,98,"11,051元/平",2016年建,塔楼
武侯,簇桥,首信汇 ,3室2厅,南,高楼层(共14层),精装,81.6平米,168,"20,589元/平",2014年建,板楼
温江,光华大道沿线,金科天宸 ,3室2厅,南 北,低楼层(共33层),毛坯,88.76平米,129,"14,534元/平",2018年建,塔楼
万象城,万象城,华润二十四城三期 ,3室1厅,东 南,中楼层(共30层),精装,89.2平米,263,"29,485元/平",2012年建,板塔结合
天府新区南江,麓山,合能枫丹铂麓一期 ,3室1厅,南,高楼层(共33层),精装,91.86平米,196,"21,337元/平",2017年建,板塔结合
金牛,华侨城,泉水人家二期A区 ,3室1厅,北,低楼层(共15层),精装,80.8平米,112,"13,862元/平",2010年建,板楼
郫都,郫县万达,一里阳光 ,3室2厅,东北,高楼层(共18层),简装,88.06平米,80,"9,085元/平",2013年建,板塔结合
双流,航空港,蓝光圣菲town城 ,3室2厅,南,中楼层(共23层),简装,88.91平米,143,"16,084元/平",2009年建,塔楼
温江,温江新城,光华国际 ,3室1厅,东南,高楼层(共6层),精装,117.08平米,190,"16,229元/平",2013年建,板塔结合
新都,保利公园,恒大上林苑 ,3室2厅,南 北,低楼层(共33层),精装,111.4平米,79,"7,092元/平",2019年建,板塔结合
高新,华府,融创南湖逸家 ,3室1厅,西,高楼层(共33层),简装,66.22平米,146,"22,048元/平",2017年建,板塔结合
温江,国色天乡,鹭湖宫七区A组 ,3室2厅,北,低楼层(共30层),毛坯,92.1平米,83,"9,012元/平",2014年建,塔楼
郫都,犀浦,傲城 ,3室2厅,南 北,高楼层(共31层),精装,100平米,152,"15,200元/平",2015年建,板塔结合
青羊,蜀汉路,金沙御苑 ,2室2厅,西南,中楼层(共14层),精装,93.85平米,195,"20,778元/平",2013年建,板楼
温江,花都大道,千禧河畔D区 ,3室1厅,南 西南,低楼层(共26层),简装,105.56平米,148,"14,021元/平",2018年建,板塔结合
温江,光华大道沿线,凤凰栖岸 ,3室1厅,东,低楼层(共27层),精装,118.14平米,154,"13,036元/平",2014年建,板塔结合
金牛,国宾,正成拉斐 ,3室1厅,东北,高楼层(共18层),简装,86.61平米,162,"18,705元/平",2012年建,塔楼
新都,毗河,富力桃园B区 ,3室2厅,东北,高楼层(共32层),精装,101.24平米,120,"11,854元/平",2015年建,板塔结合
成华,万年场,天空城 ,3室2厅,东南,低楼层(共21层),精装,118.02平米,203,"17,201元/平",2010年建,板塔结合
锦江,川师,锦江国际花园 ,3室2厅,西南 西北,高楼层(共34层),精装,84.69平米,179.8,"21,231元/平",2016年建,塔楼
锦江,三圣乡,俊发星雅俊园 ,3室2厅,北,高楼层(共26层),精装,85.13平米,196,"23,024元/平",2015年建,塔楼
武侯,簇桥,绿地圣路易名邸一期 ,3室1厅,西,低楼层(共12层),简装,88.6平米,187.7,"21,186元/平",2012年建,板楼
温江,珠江新城,佳兆业丽晶港 ,2室2厅,西,高楼层(共40层),简装,71.51平米,91,"12,726元/平",2012年建,板塔结合
成华,万年场,优品尚东三期 ,3室1厅,西南,低楼层(共18层),精装,88.34平米,187.5,"21,225元/平",2015年建,板塔结合
郫都,犀浦,西区花园水云涧 ,3室2厅,东南,低楼层(共6层),精装,109平米,105,"9,634元/平",2005年建,板楼
武侯,双楠,双楠花园 ,2室2厅,西南,中楼层(共7层),简装,100.64平米,144,"14,309元/平",2002年建,板楼
温江,温江新城,恒大城 ,3室2厅,东北,低楼层(共33层),精装,92.54平米,121,"13,076元/平",2010年建,板塔结合
双流,航空港,蓝光圣菲town城 ,3室1厅,南,高楼层(共23层),精装,88.8平米,143,"16,104元/平",2010年建,塔楼
郫都,橡树湾,华润橡树湾B区 ,3室2厅,东南,高楼层(共34层),精装,81.5平米,120,"14,724元/平",2013年建,板塔结合
天府新区,南湖,万科翡翠公园 ,3室1厅,西,中楼层(共35层),精装,94.72平米,258,"27,239元/平",2018年建,板塔结合
天府新区,海洋公园,洛森堡 ,4室2厅,南,高楼层(共30层),精装,137.3平米,278,"20,248元/平",2014年建,塔楼
高新,广都,城南名著 ,3室2厅,南,高楼层(共18层),精装,115.9平米,220,"18,982元/平",2007年建,板塔结合
金牛,沙湾,北丽苑 ,3室1厅,东南 西北,高楼层(共12层),简装,113.33平米,144,"12,707元/平",2003年建,板楼
万象城,万象城,华润二十四城六期 ,3室1厅,南,中楼层(共32层),精装,88.11平米,264,"29,963元/平",2016年建,板塔结合
五块石,五块石,凌江尚府 ,3室1厅,西,中楼层(共23层),简装,74.55平米,119,"15,963元/平",2009年建,板塔结合
温江,光华大道沿线,凤凰栖岸 ,3室1厅,东,低楼层(共27层),精装,118.14平米,154,"13,036元/平",2014年建,板塔结合
新都,毗河,富力桃园B区 ,3室2厅,南,中楼层(共32层),精装,110.77平米,140,"12,639元/平",2015年建,板塔结合
天府新区,南湖,南阳锦城四期 ,3室2厅,东,中楼层(共11层),精装,115平米,205,"17,827元/平",2011年建,板楼
新都,新都城区,旺府豪庭 ,3室1厅,南,中楼层(共18层),精装,106.46平米,120,"11,272元/平",2012年建,塔楼
高新,市一医院,南城都汇汇尚园 ,4室2厅,南,中楼层(共22层),精装,137.81平米,478,"34,686元/平",2014年建,板塔结合
成华,驷马桥,芙华新大陆 ,3室2厅,南,高楼层(共11层),简装,95.32平米,125,"13,114元/平",2006年建,塔楼
郫都,郫县城区,花样年·香门第北区 ,4室2厅,东南,中楼层(共25层),毛坯,114.78平米,136,"11,849元/平",2019年建,塔楼
青羊,府南新区,锦青苑 ,3室2厅,南,高楼层(共7层),简装,111.4平米,110,"9,875元/平",2000年建,板楼
五块石,五块石,蓝光花满庭一期 ,3室1厅,北,中楼层(共20层),简装,86.65平米,143,"16,504元/平",2009年建,板塔结合
郫都,犀浦,蓝光幸福满庭 ,3室1厅,东南,中楼层(共25层),精装,65.78平米,116,"17,635元/平",2014年建,板塔结合
锦江,攀成钢,天誉南庭 ,3室2厅,东南 南 西南,高楼层(共32层),毛坯,107.46平米,415,"38,620元/平",2016年建,塔楼
高新,新会展,无国界 ,3室2厅,南,高楼层(共33层),精装,110.03平米,306,"27,811元/平",2015年建,板塔结合
金牛,成外,成外雅庭 ,3室1厅,东南,18层,毛坯,104.05平米,93,"8,939元/平",2008年建,塔楼
高新,新会展,无国界 ,3室2厅,北,高楼层(共33层),精装,137.37平米,375,"27,299元/平",2015年建,板塔结合
武侯,武侯立交,中海熙苑二期 ,3室2厅,东南,低楼层(共18层),精装,115.96平米,232,"20,007元/平",2019年建,平房
郫都,郫县城区,花样年龙年中心 ,3室2厅,东南,26层,精装,110.13平米,114,"10,352元/平",2015年建,板塔结合
金牛,成外,成都后花园三期 ,4室2厅,西北,中楼层(共25层),精装,116.72平米,190,"16,279元/平",2012年建,板塔结合
武侯,丽都,长城社区 ,2室1厅,东南,中楼层(共7层),精装,65.92平米,75.8,"11,499元/平",2000年建,板楼
温江,花都大道,千禧河畔D区 ,3室1厅,南 西南,低楼层(共26层),简装,105.56平米,148,"14,021元/平",2018年建,板塔结合
成华,万年场,优品尚东三期 ,3室1厅,东,中楼层(共33层),简装,77.19平米,157,"20,340元/平",2015年建,板塔结合
金牛,成外,派克公馆 ,3室2厅,东南,中楼层(共18层),精装,113.84平米,136,"11,947元/平",2011年建,板塔结合
金牛,成外,派克公馆 ,3室1厅,东南,中楼层(共12层),精装,122.69平米,137,"11,167元/平",2011年建,板塔结合
龙泉驿,龙泉驿城区,隆基泰和铂悦山 ,4室1厅,东南,高楼层(共32层),毛坯,116.62平米,168,"14,406元/平",2018年建,塔楼
高新,华府,融创南湖逸家 ,3室1厅,西,高楼层(共33层),简装,66.22平米,146,"22,048元/平",2017年建,板塔结合
温江,国色天乡,鹭湖宫七区A组 ,3室2厅,北,低楼层(共30层),毛坯,92.1平米,83,"9,012元/平",2014年建,塔楼
新都,保利公园,恒大上林苑 ,3室2厅,南 北,低楼层(共33层),精装,111.4平米,79,"7,092元/平",2019年建,板塔结合
金牛,花牌坊,西府花园 ,3室2厅,东,高楼层(共11层),简装,143.9平米,316,"21,960元/平",2005年建,板塔结合
金牛,花牌坊,西府花园 ,3室2厅,南 北,高楼层(共11层),简装,125.83平米,260,"20,663元/平",2005年建,板塔结合
郫都,郫县万达,置信逸都D区 ,3室2厅,东北,低楼层(共33层),精装,124.71平米,124,"9,944元/平",2014年建,板塔结合
金牛,金牛万达,禾嘉利好 ,3室2厅,东,中楼层(共18层),简装,71.72平米,85,"11,852元/平",2007年建,板楼
郫都,犀浦,傲城 ,3室2厅,西南,低楼层(共31层),简装,100.32平米,130,"12,959元/平",2015年建,板塔结合
天府新区,南湖,佳兆业君汇上品 ,3室2厅,西 西北,中楼层(共33层),毛坯,102.95平米,209,"20,302元/平",2013年建,板塔结合
高新,中和,每日汇城 ,3室2厅,东南 西北,高楼层(共25层),简装,128.9平米,249,"19,318元/平",2009年建,塔楼
高新,华阳,戛纳湾金棕榈 ,4室2厅,南,高楼层(共29层),精装,93.49平米,258,"27,597元/平",2016年建,板塔结合
高新,远大,领馆国际城 ,3室1厅,东南,中楼层(共28层),简装,105.38平米,205,"19,454元/平",2013年建,板塔结合
高新,中和,格林君典 ,3室2厅,东南,低楼层(共17层),精装,120.96平米,190,"15,708元/平",2007年建,板塔结合
青羊,万家湾,保利香槟光华 ,3室1厅,西,中楼层(共18层),简装,87.62平米,215,"24,538元/平",2014年建,板楼
高新,华府,华银美景 ,3室2厅,东北,高楼层(共18层),精装,108.72平米,175,"16,097元/平",2010年建,板塔结合
郫都,犀浦,合能四季城一期 ,3室2厅,西南,低楼层(共29层),简装,89.31平米,115.9,"12,978元/平",2013年建,板塔结合
龙泉驿,阳光城,国一澳乡 ,4室2厅,南,低楼层(共2层),简装,153平米,160,"10,458元/平",2005年建,暂无数据
金牛,金牛万达,禾嘉利好 ,3室2厅,东,中楼层(共18层),简装,71.72平米,85,"11,852元/平",2007年建,板楼
郫都,犀浦,傲城 ,3室2厅,西南,低楼层(共31层),简装,100.32平米,130,"12,959元/平",2015年建,板塔结合
武侯,丽都,长城社区 ,2室1厅,东南,中楼层(共7层),精装,65.92平米,75.8,"11,499元/平",2000年建,板楼
龙泉驿,阳光城,国一澳乡 ,4室2厅,南,低楼层(共2层),简装,153平米,160,"10,458元/平",2005年建,暂无数据
高新,华府,华银美景 ,3室2厅,东北,高楼层(共18层),精装,108.72平米,175,"16,097元/平",2010年建,板塔结合
郫都,犀浦,合能四季城一期 ,3室2厅,西南,低楼层(共29层),简装,89.31平米,115.9,"12,978元/平",2013年建,板塔结合
新都,大丰,兴想花园 ,3室1厅,南,中楼层(共23层),精装,88.25平米,116,"13,145元/平",2012年建,板楼
成华,龙潭寺,中国铁建北湖国际城一期 ,3室1厅,西,低楼层(共34层),精装,84.19平米,143.8,"17,081元/平",2016年建,板塔结合
金牛,金牛万达,树蓓街1号 ,3室1厅,南 西南,中楼层(共7层),精装,82.97平米,98,"11,812元/平",1997年建,板楼
成华,动物园,蓝光富丽花城 ,3室2厅,东,低楼层(共18层),简装,95.64平米,141.8,"14,827元/平",2008年建,板塔结合
天府新区,南湖,南湖国际社区 ,3室1厅,东南,低楼层(共34层),简装,125.65平米,225,"17,907元/平",2010年建,板塔结合
锦江,三圣乡,吉祥佳苑 ,4室2厅,南,高楼层(共28层),毛坯,169.63平米,325,"19,160元/平",2013年建,板塔结合
郫都,红光,上置雅宾利 ,3室2厅,西南,低楼层(共23层),精装,71.56平米,88.8,"12,410元/平",2018年建,板塔结合
温江,花都大道,七彩花都B区二期 ,3室2厅,西南,低楼层(共18层),简装,104.18平米,115,"11,039元/平",2012年建,板塔结合
高新,华府,中铁骑士府邸 ,3室2厅,东,低楼层(共32层),精装,90.55平米,209,"23,082元/平",2020年建,板塔结合
龙泉驿,龙泉驿城区,驿都城 ,3室2厅,东南,高楼层(共32层),精装,79.57平米,128,"16,087元/平",2016年建,塔楼
锦江,沙河堡,塔子山壹号 ,3室1厅,东南,高楼层(共34层),简装,82.22平米,241,"29,312元/平",2015年建,塔楼
高新,金融城,中海城南华府 ,3室2厅,南,中楼层(共30层),精装,134.5平米,670,"49,815元/平",2013年建,板塔结合
成华,动物园,蓝光富丽花城 ,3室1厅,东 西,高楼层(共18层),精装,88.6平米,136,"15,350元/平",2008年建,板塔结合
龙泉驿,龙泉驿城区,春秋名邸 ,3室1厅,东南,中楼层(共18层),精装,91.28平米,96,"10,518元/平",2012年建,板楼
锦江,三圣乡,锦江城市花园三期 ,3室2厅,东南,高楼层(共34层),精装,80.76平米,150.5,"18,636元/平",2011年建,板塔结合
郫都,郫县万达,中航城 ,3室2厅,南,低楼层(共20层),毛坯,92.7平米,77,"8,307元/平",2018年建,板塔结合
锦江,三圣乡,华都美林湾 ,3室2厅,东,高楼层(共24层),精装,87.25平米,199,"22,809元/平",2012年建,塔楼
青羊,外金沙,金沙十年 ,3室2厅,西南,中楼层(共25层),精装,87.97平米,166,"18,871元/平",2012年建,板塔结合
温江,温江老城,和音晶座 ,3室2厅,东南,中楼层(共18层),精装,88.75平米,77,"8,677元/平",2009年建,板塔结合
龙泉驿,大面,龙湖三千庭 ,3室2厅,南,中楼层(共32层),精装,90.3平米,205,"22,703元/平",2016年建,板塔结合
温江,光华大道沿线,恒大未来城一期 ,3室2厅,东南,低楼层(共32层),精装,103.93平米,156,"15,011元/平",2019年建,板塔结合
金牛,国宾,保利学府城 ,3室2厅,东南,高楼层(共28层),毛坯,96.45平米,199,"20,633元/平",2019年建,塔楼
天府新区,南湖,南湖国际社区 ,4室2厅,东,中楼层(共34层),精装,161.6平米,335,"20,731元/平",2010年建,板塔结合
高新,中和,香榭国际 ,3室1厅,南,低楼层(共27层),精装,87.08平米,210,"24,116元/平",2012年建,板塔结合
成华,龙潭寺,华宇旭辉锦绣花城 ,4室2厅,西南,中楼层(共31层),精装,116.24平米,198,"17,034元/平",2020年建,板楼
温江,光华大道沿线,恒大新城一期 ,3室2厅,南,高楼层(共30层),精装,99.88平米,125,"12,516元/平",2016年建,板塔结合
温江,温江大学城,明信仕林府 ,3室2厅,东南,中楼层(共26层),精装,89.4平米,128,"14,318元/平",2016年建,板塔结合
温江,光华大道沿线,洲际春天广场 ,3室1厅,西南,低楼层(共32层),精装,95.42平米,135,"14,148元/平",2012年建,板塔结合
青羊,外光华,光华逸家 ,3室1厅,东,中楼层(共22层),精装,67.55平米,180,"26,647元/平",2014年建,板塔结合
温江,光华大道沿线,春天大道 ,3室1厅,南,低楼层(共24层),精装,132.2平米,176,"13,314元/平",2009年建,板塔结合
龙泉驿,大面,四季映像 ,3室1厅,东北,高楼层(共18层),精装,85.57平米,128,"14,959元/平",2012年建,板塔结合
成华,驷马桥,北辰美庐 ,3室1厅,东,低楼层(共18层),简装,89.37平米,173,"19,358元/平",2012年建,板塔结合
双流,航空港,空港晶座 ,3室2厅,东,低楼层(共22层),简装,99.3平米,135,"13,596元/平",2012年建,板楼
成华,驷马桥,华宇阳光水岸 ,3室1厅,东北,低楼层(共15层),简装,86.56平米,156,"18,023元/平",2010年建,板塔结合
温江,光华大道沿线,恒大新城一期 ,3室2厅,东南,高楼层(共32层),精装,100.77平米,130,"12,901元/平",2016年建,板塔结合
武侯,航空路,名士公馆 ,3室2厅,北,中楼层(共11层),精装,137.35平米,255,"18,566元/平",2003年建,板楼
成华,万年场,隆鑫九熙 ,3室1厅,东南,中楼层(共34层),其他,78.05平米,157,"20,116元/平",2012年建,塔楼
温江,温江新城,泰合新光华府 ,3室2厅,东,中楼层(共32层),毛坯,115.21平米,155,"13,454元/平",2015年建,板塔结合
万象城,万象城,华润二十四城一期 ,3室2厅,南,低楼层(共32层),精装,116.99平米,269,"22,994元/平",2009年建,塔楼
武侯,武侯立交,中海熙苑一期 ,3室2厅,东南,中楼层(共17层),精装,115.9平米,242,"20,881元/平",2017年建,板塔结合
新都,新都城区,麦田国际社区 ,3室1厅,南,18层,精装,85.85平米,95,"11,066元/平",2016年建,塔楼
成华,万年场,阳光100米娅中心二期 ,2室1厅,南,中楼层(共30层),简装,65.12平米,129,"19,810元/平",2015年建,塔楼
青羊,优品道,生活立方 ,3室2厅,南,中楼层(共11层),精装,110.58平米,276,"24,960元/平",2003年建,板塔结合
郫都,郫县城区,花样年·香门第北区 ,4室2厅,东南,低楼层(共30层),毛坯,125.66平米,149.8,"11,922元/平",2019年建,塔楼
高新,新北,神仙树馨苑 ,2室1厅,东南,高楼层(共23层),精装,56.65平米,110,"19,418元/平",2011年建,塔楼
武侯,外双楠,鹭岛国际四期 ,3室1厅,东南,低楼层(共18层),精装,82.84平米,230,"27,765元/平",2012年建,塔楼
龙泉驿,大面,保利玫瑰花语 ,3室1厅,北 东北,中楼层(共31层),精装,77.44平米,145,"18,725元/平",2016年建,板楼
温江,温江大学城,海科智城 ,3室2厅,东南,中楼层(共17层),毛坯,103.59平米,81,"7,820元/平",2010年建,板楼
成华,驷马桥,富丽锦城 ,3室2厅,南,高楼层(共22层),精装,128.75平米,182,"14,136元/平",2008年建,板塔结合
温江,温江大学城,海科名城 ,3室1厅,东南,中楼层(共27层),精装,119.94平米,126,"10,506元/平",2011年建,塔楼
武侯,草金立交,世豪嘉柏 ,3室2厅,东南,中楼层(共20层),精装,90.72平米,187,"20,613元/平",2014年建,板塔结合
郫都,郫县城区,五彩城 ,3室2厅,东南,高楼层(共31层),毛坯,113.36平米,115,"10,145元/平",2014年建,塔楼
青羊,外光华,佳兆业西城广场 ,3室2厅,东北,中楼层(共15层),精装,78.68平米,170,"21,607元/平",2018年建,塔楼
天府新区,南湖,南阳盛世 ,3室2厅,东南,高楼层(共33层),精装,109.61平米,185,"16,879元/平",2011年建,板塔结合
郫都,犀浦,中铁伊萨贝拉 ,3室1厅,西北,高楼层(共26层),简装,92平米,105,"11,414元/平",2010年建,板塔结合
西南交大,西南交大,交大智能五期 ,3室1厅,南,中楼层(共6层),简装,96.53平米,122,"12,639元/平",2001年建,板楼
天府新区,南湖,中海锦江城花涧一期 ,3室2厅,南,高楼层(共11层),精装,102.76平米,278,"27,054元/平",2017年建,板塔结合
郫都,红光,同森锦熙 ,2室1厅,东南,高楼层(共33层),简装,93.83平米,102,"10,871元/平",2018年建,板塔结合
温江,珠江新城,珠江国际花园 ,3室2厅,东南,中楼层(共31层),精装,120.22平米,160,"13,309元/平",2009年建,板塔结合
成华,龙潭寺,保利林语溪二期 ,3室1厅,北,低楼层(共32层),精装,90.27平米,155,"17,171元/平",2019年建,板塔结合
双流,蛟龙港,香瑞楠府 ,3室2厅,西,高楼层(共13层),精装,84.3平米,158,"18,743元/平",2017年建,板塔结合
成华,驷马桥,驷马康城 ,3室2厅,北,低楼层(共22层),精装,86.16平米,153,"17,758元/平",2014年建,板塔结合
高新,华府,中海右岸二期 ,3室2厅,南 北,中楼层(共26层),精装,90.03平米,184.5,"20,494元/平",2017年建,塔楼
锦江,三圣乡,锦江城市花园二期 ,3室1厅,西南,中楼层(共34层),简装,72.08平米,128,"17,759元/平",2010年建,板塔结合
青羊,光华泡小,朗基龙堂 ,3室1厅,西,高楼层(共27层),精装,95.38平米,266,"27,889元/平",2010年建,塔楼
成华,驷马桥,北辰美庐 ,3室1厅,东,低楼层(共18层),简装,89.37平米,173,"19,358元/平",2012年建,板塔结合
武侯,草金立交,世豪嘉柏 ,3室1厅,西北,中楼层(共20层),精装,91.02平米,188,"20,655元/平",2014年建,板塔结合
青羊,太升路,鼓楼世家 ,3室2厅,西北,低楼层(共32层),简装,116.38平米,236,"20,279元/平",2006年建,板塔结合
武侯,簇桥,中海锦城一期 ,3室2厅,北,高楼层(共14层),精装,116.56平米,248,"21,277元/平",2012年建,板楼
郫都,犀浦,蓝光幸福满庭 ,3室1厅,西北,中楼层(共26层),精装,81.58平米,122,"14,955元/平",2015年建,板塔结合
郫都,犀浦,傲城 ,3室2厅,南,高楼层(共31层),精装,100.54平米,143,"14,224元/平",2015年建,板塔结合
武侯,五大花园,西郡香林 ,3室2厅,北,高楼层(共11层),精装,96.45平米,185,"19,181元/平",2006年建,板楼
郫都,红光,上置雅宾利 ,3室2厅,南,高楼层(共24层),精装,83.12平米,97,"11,670元/平",2018年建,板塔结合
新都,大丰,开元国际 ,3室2厅,东南,高楼层(共18层),简装,92.43平米,125,"13,524元/平",2012年建,板塔结合
龙泉驿,大面,恒大绿洲 ,3室1厅,南 北,高楼层(共11层),精装,105.23平米,170,"16,156元/平",2011年建,板楼
高新,华阳,美城悦荣府 ,3室2厅,南,34层,精装,100.68平米,249,"24,732元/平",2017年建,板塔结合
温江,光华大道沿线,恒大新城二期 ,3室2厅,西北,中楼层(共33层),精装,109.53平米,145,"13,239元/平",2018年建,板塔结合
郫都,红光,同森锦熙 ,4室2厅,东,高楼层(共34层),毛坯,104.77平米,111.18,"10,612元/平",2018年建,板塔结合
郫都,犀浦,蓝光幸福满庭 ,3室1厅,东南,高楼层(共26层),精装,75.32平米,114,"15,136元/平",2015年建,板塔结合
青羊,人民公园,78号观邸 ,3室1厅,南 北,中楼层(共32层),精装,102.35平米,275,"26,869元/平",2009年建,板楼
温江,温江大学城,中铁丽景书香 ,3室1厅,南,高楼层(共33层),精装,72.84平米,94,"12,905元/平",2016年建,板塔结合
龙泉驿,洪河,洪景丽苑 ,4室2厅,南,中楼层(共6层),其他,124.2平米,107,"8,616元/平",2005年建,板塔结合
金牛,华侨城,泉水人家二期B区 ,3室2厅,南,高楼层(共16层),精装,68.77平米,97,"14,105元/平",2011年建,板塔结合
五块石,五块石,蓝光花满庭一期 ,3室2厅,南,低楼层(共20层),简装,84.8平米,142,"16,746元/平",2009年建,板塔结合
高新,华阳,美城悦荣府 ,3室2厅,南,34层,毛坯,97.54平米,228,"23,376元/平",2017年建,板塔结合
武侯,川大,学府花园 ,3室1厅,西北,中楼层(共22层),简装,140.6平米,165,"11,736元/平",2001年建,塔楼
金牛,金府,新桥逸景A区 ,3室1厅,南,高楼层(共6层),精装,54.84平米,78,"14,224元/平",2008年建,板楼
武侯,草金立交,世豪嘉柏 ,3室1厅,西北,中楼层(共20层),精装,91.02平米,188,"20,655元/平",2014年建,板塔结合
郫都,郫县城区,花样年·香门第北区 ,4室2厅,东南,低楼层(共30层),毛坯,125.66平米,149.8,"11,922元/平",2019年建,塔楼
双流,蛟龙港,香瑞楠府 ,3室2厅,西,高楼层(共13层),精装,84.3平米,158,"18,743元/平",2017年建,板塔结合
成华,驷马桥,驷马康城 ,3室2厅,北,低楼层(共22层),精装,86.16平米,153,"17,758元/平",2014年建,板塔结合
高新,华府,中海右岸二期 ,3室2厅,南 北,中楼层(共26层),精装,90.03平米,184.5,"20,494元/平",2017年建,塔楼
武侯,外双楠,鹭岛国际四期 ,3室1厅,东南,低楼层(共18层),精装,82.84平米,230,"27,765元/平",2012年建,塔楼
高新,新北,神仙树馨苑 ,2室1厅,东南,高楼层(共23层),精装,56.65平米,110,"19,418元/平",2011年建,塔楼
青羊,外光华,佳兆业西城广场 ,3室2厅,东北,中楼层(共15层),精装,78.68平米,170,"21,607元/平",2018年建,塔楼
新都,新都城区,麦田国际社区 ,3室1厅,南,18层,精装,85.85平米,95,"11,066元/平",2016年建,塔楼
天府新区,南湖,南阳盛世 ,3室2厅,东南,高楼层(共33层),精装,109.61平米,185,"16,879元/平",2011年建,板塔结合
郫都,犀浦,傲城 ,3室2厅,南,高楼层(共31层),精装,100.54平米,143,"14,224元/平",2015年建,板塔结合
成华,万年场,阳光100米娅中心二期 ,2室1厅,南,中楼层(共30层),简装,65.12平米,129,"19,810元/平",2015年建,塔楼
青羊,太升路,鼓楼世家 ,3室2厅,西北,低楼层(共32层),简装,116.38平米,236,"20,279元/平",2006年建,板塔结合
郫都,犀浦,蓝光幸福满庭 ,3室1厅,西北,中楼层(共26层),精装,81.58平米,122,"14,955元/平",2015年建,板塔结合
成华,龙潭寺,保利林语溪二期 ,3室1厅,北,低楼层(共32层),精装,90.27平米,155,"17,171元/平",2019年建,板塔结合
成华,驷马桥,富丽锦城 ,3室2厅,南,高楼层(共22层),精装,128.75平米,182,"14,136元/平",2008年建,板塔结合
武侯,簇桥,中海锦城一期 ,3室2厅,北,高楼层(共14层),精装,116.56平米,248,"21,277元/平",2012年建,板楼
温江,温江大学城,海科名城 ,3室1厅,东南,中楼层(共27层),精装,119.94平米,126,"10,506元/平",2011年建,塔楼
郫都,犀浦,中铁伊萨贝拉 ,3室1厅,西北,高楼层(共26层),简装,92平米,105,"11,414元/平",2010年建,板塔结合
西南交大,西南交大,交大智能五期 ,3室1厅,南,中楼层(共6层),简装,96.53平米,122,"12,639元/平",2001年建,板楼
猛追湾,猛追湾,世茂玉锦湾一期 ,3室2厅,西南,高楼层(共56层),精装,143.71平米,460,"32,009元/平",2015年建,塔楼
新都,保利公园,保利狮子湖 ,3室1厅,南,中楼层(共30层),毛坯,100.4平米,110,"10,957元/平",2016年建,塔楼
郫都,郫县城区,海骏达蜀都1号凯悦二期 ,3室2厅,东南,低楼层(共30层),精装,109.12平米,127.99,"11,730元/平",2013年建,塔楼
新都,新都城区,香城名都 ,3室2厅,东南,中楼层(共19层),精装,74.34平米,78,"10,493元/平",2009年建,塔楼
温江,温江大学城,海科智城 ,3室2厅,东南,中楼层(共17层),毛坯,103.59平米,81,"7,820元/平",2010年建,板楼
龙泉驿,大面,保利玫瑰花语 ,3室1厅,北 东北,中楼层(共31层),精装,77.44平米,145,"18,725元/平",2016年建,板楼
青羊,外光华,佳兆业西城广场 ,3室2厅,东北,中楼层(共15层),精装,78.68平米,170,"21,607元/平",2018年建,塔楼
郫都,郫县城区,花样年·香门第北区 ,4室2厅,东南,低楼层(共30层),毛坯,125.66平米,149.8,"11,922元/平",2019年建,塔楼
高新,新北,神仙树馨苑 ,2室1厅,东南,高楼层(共23层),精装,56.65平米,110,"19,418元/平",2011年建,塔楼
武侯,外双楠,鹭岛国际四期 ,3室1厅,东南,低楼层(共18层),精装,82.84平米,230,"27,765元/平",2012年建,塔楼
成华,驷马桥,驷马康城 ,3室2厅,北,低楼层(共22层),精装,86.16平米,153,"17,758元/平",2014年建,板塔结合
高新,华府,中海右岸二期 ,3室2厅,南 北,中楼层(共26层),精装,90.03平米,184.5,"20,494元/平",2017年建,塔楼
天府新区,南湖,南阳盛世 ,3室2厅,东南,高楼层(共33层),精装,109.61平米,185,"16,879元/平",2011年建,板塔结合
武侯,簇桥,中海锦城一期 ,3室2厅,北,高楼层(共14层),精装,116.56平米,248,"21,277元/平",2012年建,板楼
青羊,太升路,鼓楼世家 ,3室2厅,西北,低楼层(共32层),简装,116.38平米,236,"20,279元/平",2006年建,板塔结合
郫都,犀浦,傲城 ,3室2厅,南,高楼层(共31层),精装,100.54平米,143,"14,224元/平",2015年建,板塔结合
